Algorithm,Preprocessing,Split,Type,SampleIndex,OriginalIndex,Features,Class
RandomForest,raw,80-20,Train,18,18,6.6;2.9;4.6;1.3,versicolor
RandomForest,raw,80-20,Train,19,19,5.2;2.7;3.9;1.4,versicolor
RandomForest,raw,80-20,Train,20,20,6.3;3.3;6;2.5,virginica
RandomForest,raw,80-20,Train,21,21,5.8;2.7;5.1;1.9,virginica
RandomForest,raw,80-20,Train,22,22,7.1;3;5.9;2.1,virginica
RandomForest,raw,80-20,Train,23,23,6.3;2.9;5.6;1.8,virginica
RandomForest,raw,80-20,Test,0,24,6.5;3;5.8;2.2,virginica
RandomForest,raw,80-20,Test,1,25,7.6;3;6.6;2.1,virginica
RandomForest,raw,80-20,Test,2,26,4.9;2.5;4.5;1.7,virginica
RandomForest,raw,80-20,Test,3,27,7.3;2.9;6.3;1.8,virginica
RandomForest,raw,80-20,Test,4,28,6.7;2.5;5.8;1.8,virginica
RandomForest,raw,80-20,Test,5,29,7.2;3.6;6.1;2.5,virginica
NaiveBayes,raw,80-20,Train,0,0,5.1;3.5;1.4;0.2,setosa
NaiveBayes,raw,80-20,Train,1,1,4.9;3;1.4;0.2,setosa
NaiveBayes,raw,80-20,Train,2,2,4.7;3.2;1.3;0.2,setosa
NaiveBayes,raw,80-20,Train,3,3,4.6;3.1;1.5;0.2,setosa
NaiveBayes,raw,80-20,Train,4,4,5;3.6;1.4;0.2,setosa
NaiveBayes,raw,80-20,Train,5,5,5.4;3.9;1.7;0.4,setosa
NaiveBayes,raw,80-20,Train,6,6,4.6;3.4;1.4;0.3,setosa
NaiveBayes,raw,80-20,Train,7,7,5;3.4;1.5;0.2,setosa
NaiveBayes,raw,80-20,Train,8,8,4.4;2.9;1.4;0.2,setosa
NaiveBayes,raw,80-20,Train,9,9,4.9;3.1;1.5;0.1,setosa
NaiveBayes,raw,80-20,Train,10,10,7;3.2;4.7;1.4,versicolor
NaiveBayes,raw,80-20,Train,11,11,6.4;3.2;4.5;1.5,versicolor
NaiveBayes,raw,80-20,Train,12,12,6.9;3.1;4.9;1.5,versicolor
NaiveBayes,raw,80-20,Train,13,13,5.5;2.3;4;1.3,versicolor
NaiveBayes,raw,80-20,Train,14,14,6.5;2.8;4.6;1.5,versicolor
NaiveBayes,raw,80-20,Train,15,15,5.7;2.8;4.5;1.3,versicolor
NaiveBayes,raw,80-20,Train,16,16,6.3;3.3;4.7;1.6,versicolor
NaiveBayes,raw,80-20,Train,17,17,4.9;2.4;3.3;1,versicolor
NaiveBayes,raw,80-20,Train,18,18,6.6;2.9;4.6;1.3,versicolor
NaiveBayes,raw,80-20,Train,19,19,5.2;2.7;3.9;1.4,versicolor
NaiveBayes,raw,80-20,Train,20,20,6.3;3.3;6;2.5,virginica
NaiveBayes,raw,80-20,Train,21,21,5.8;2.7;5.1;1.9,virginica
NaiveBayes,raw,80-20,Train,22,22,7.1;3;5.9;2.1,virginica
NaiveBayes,raw,80-20,Train,23,23,6.3;2.9;5.6;1.8,virginica
NaiveBayes,raw,80-20,Test,0,24,6.5;3;5.8;2.2,virginica
NaiveBayes,raw,80-20,Test,1,25,7.6;3;6.6;2.1,virginica
NaiveBayes,raw,80-20,Test,2,26,4.9;2.5;4.5;1.7,virginica
NaiveBayes,raw,80-20,Test,3,27,7.3;2.9;6.3;1.8,virginica
NaiveBayes,raw,80-20,Test,4,28,6.7;2.5;5.8;1.8,virginica
NaiveBayes,raw,80-20,Test,5,29,7.2;3.6;6.1;2.5,virginica
KNN,normalized,80-20,Train,0,0,0.21875;0.75;0.0188679245283019;0.0416666666666667,setosa
KNN,normalized,80-20,Train,1,1,0.15625;0.4375;0.0188679245283019;0.0416666666666667,setosa
KNN,normalized,80-20,Train,2,2,0.09375;0.5625;0;0.0416666666666667,setosa
KNN,normalized,80-20,Train,3,3,0.0625;0.5;0.0377358490566038;0.0416666666666667,setosa
KNN,normalized,80-20,Train,4,4,0.1875;0.8125;0.0188679245283019;0.0416666666666667,setosa
KNN,normalized,80-20,Train,5,5,0.3125;1;0.0754716981132075;0.125,setosa
KNN,normalized,80-20,Train,6,6,0.0625;0.6875;0.0188679245283019;0.0833333333333333,setosa
KNN,normalized,80-20,Train,7,7,0.1875;0.6875;0.0377358490566038;0.0416666666666667,setosa
KNN,normalized,80-20,Train,8,8,0;0.375;0.0188679245283019;0.0416666666666667,setosa
KNN,normalized,80-20,Train,9,9,0.15625;0.5;0.0377358490566038;0,setosa
KNN,normalized,80-20,Train,10,10,0.8125;0.5625;0.6415094339622642;0.5416666666666667,versicolor
KNN,normalized,80-20,Train,11,11,0.625;0.5625;0.6037735849056604;0.5833333333333333,versicolor
KNN,normalized,80-20,Train,12,12,0.78125;0.5;0.6792452830188679;0.5833333333333333,versicolor
KNN,normalized,80-20,Train,13,13,0.34375;0;0.5094339622641509;0.5,versicolor
KNN,normalized,80-20,Train,14,14,0.65625;0.3125;0.6226415094339623;0.5833333333333333,versicolor
KNN,normalized,80-20,Train,15,15,0.40625;0.3125;0.6037735849056604;0.5,versicolor
KNN,normalized,80-20,Train,16,16,0.59375;0.625;0.6415094339622642;0.625,versicolor
KNN,normalized,80-20,Train,17,17,0.15625;0.0625;0.3773584905660377;0.375,versicolor
KNN,normalized,80-20,Train,18,18,0.6875;0.375;0.6226415094339623;0.5,versicolor
KNN,normalized,80-20,Train,19,19,0.25;0.25;0.4905660377358491;0.5416666666666667,versicolor
KNN,normalized,80-20,Train,20,20,0.59375;0.625;0.8867924528301887;1,virginica
KNN,normalized,80-20,Train,21,21,0.4375;0.25;0.7169811320754717;0.75,virginica
KNN,normalized,80-20,Train,22,22,0.84375;0.4375;0.8679245283018868;0.8333333333333333,virginica
KNN,normalized,80-20,Train,23,23,0.59375;0.375;0.8113207547169811;0.7083333333333333,virginica
KNN,normalized,80-20,Test,0,24,0.65625;0.4375;0.8490566037735849;0.875,virginica
KNN,normalized,80-20,Test,1,25,1;0.4375;1;0.8333333333333333,virginica
KNN,normalized,80-20,Test,2,26,0.15625;0.125;0.6037735849056604;0.6666666666666667,virginica
KNN,normalized,80-20,Test,3,27,0.90625;0.375;0.9433962264150943;0.7083333333333333,virginica
KNN,normalized,80-20,Test,4,28,0.71875;0.125;0.8490566037735849;0.7083333333333333,virginica
KNN,normalized,80-20,Test,5,29,0.875;0.8125;0.9056603773584906;1,virginica
KNN,normalized,80-20,Train,0,0,0.21875;0.75;0.0188679245283019;0.0416666666666667,setosa
KNN,normalized,80-20,Train,1,1,0.15625;0.4375;0.0188679245283019;0.0416666666666667,setosa
KNN,normalized,80-20,Train,2,2,0.09375;0.5625;0;0.0416666666666667,setosa
KNN,normalized,80-20,Train,3,3,0.0625;0.5;0.0377358490566038;0.0416666666666667,setosa
KNN,normalized,80-20,Train,4,4,0.1875;0.8125;0.0188679245283019;0.0416666666666667,setosa
KNN,normalized,80-20,Train,5,5,0.3125;1;0.0754716981132075;0.125,setosa
KNN,normalized,80-20,Train,6,6,0.0625;0.6875;0.0188679245283019;0.0833333333333333,setosa
KNN,normalized,80-20,Train,7,7,0.1875;0.6875;0.0377358490566038;0.0416666666666667,setosa
KNN,normalized,80-20,Train,8,8,0;0.375;0.0188679245283019;0.0416666666666667,setosa
KNN,normalized,80-20,Train,9,9,0.15625;0.5;0.0377358490566038;0,setosa
KNN,normalized,80-20,Train,10,10,0.8125;0.5625;0.6415094339622642;0.5416666666666667,versicolor
KNN,normalized,80-20,Train,11,11,0.625;0.5625;0.6037735849056604;0.5833333333333333,versicolor
KNN,normalized,80-20,Train,12,12,0.78125;0.5;0.6792452830188679;0.5833333333333333,versicolor
KNN,normalized,80-20,Train,13,13,0.34375;0;0.5094339622641509;0.5,versicolor
KNN,normalized,80-20,Train,14,14,0.65625;0.3125;0.6226415094339623;0.5833333333333333,versicolor
KNN,normalized,80-20,Train,15,15,0.40625;0.3125;0.6037735849056604;0.5,versicolor
KNN,normalized,80-20,Train,16,16,0.59375;0.625;0.6415094339622642;0.625,versicolor
KNN,normalized,80-20,Train,17,17,0.15625;0.0625;0.3773584905660377;0.375,versicolor
KNN,normalized,80-20,Train,18,18,0.6875;0.375;0.6226415094339623;0.5,versicolor
KNN,normalized,80-20,Train,19,19,0.25;0.25;0.4905660377358491;0.5416666666666667,versicolor
KNN,normalized,80-20,Train,20,20,0.59375;0.625;0.8867924528301887;1,virginica
KNN,normalized,80-20,Train,21,21,0.4375;0.25;0.7169811320754717;0.75,virginica
KNN,normalized,80-20,Train,22,22,0.84375;0.4375;0.8679245283018868;0.8333333333333333,virginica
KNN,normalized,80-20,Train,23,23,0.59375;0.375;0.8113207547169811;0.7083333333333333,virginica
KNN,normalized,80-20,Test,0,24,0.65625;0.4375;0.8490566037735849;0.875,virginica
KNN,normalized,80-20,Test,1,25,1;0.4375;1;0.8333333333333333,virginica
KNN,normalized,80-20,Test,2,26,0.15625;0.125;0.6037735849056604;0.6666666666666667,virginica
KNN,normalized,80-20,Test,3,27,0.90625;0.375;0.9433962264150943;0.7083333333333333,virginica
KNN,normalized,80-20,Test,4,28,0.71875;0.125;0.8490566037735849;0.7083333333333333,virginica
KNN,normalized,80-20,Test,5,29,0.875;0.8125;0.9056603773584906;1,virginica
KNN,normalized,80-20,Train,0,0,0.21875;0.75;0.0188679245283019;0.0416666666666667,setosa
KNN,normalized,80-20,Train,1,1,0.15625;0.4375;0.0188679245283019;0.0416666666666667,setosa
KNN,normalized,80-20,Train,2,2,0.09375;0.5625;0;0.0416666666666667,setosa
KNN,normalized,80-20,Train,3,3,0.0625;0.5;0.0377358490566038;0.0416666666666667,setosa
KNN,normalized,80-20,Train,4,4,0.1875;0.8125;0.0188679245283019;0.0416666666666667,setosa
KNN,normalized,80-20,Train,5,5,0.3125;1;0.0754716981132075;0.125,setosa
KNN,normalized,80-20,Train,6,6,0.0625;0.6875;0.0188679245283019;0.0833333333333333,setosa
KNN,normalized,80-20,Train,7,7,0.1875;0.6875;0.0377358490566038;0.0416666666666667,setosa
KNN,normalized,80-20,Train,8,8,0;0.375;0.0188679245283019;0.0416666666666667,setosa
KNN,normalized,80-20,Train,9,9,0.15625;0.5;0.0377358490566038;0,setosa
KNN,normalized,80-20,Train,10,10,0.8125;0.5625;0.6415094339622642;0.5416666666666667,versicolor
KNN,normalized,80-20,Train,11,11,0.625;0.5625;0.6037735849056604;0.5833333333333333,versicolor
KNN,normalized,80-20,Train,12,12,0.78125;0.5;0.6792452830188679;0.5833333333333333,versicolor
KNN,normalized,80-20,Train,13,13,0.34375;0;0.5094339622641509;0.5,versicolor
KNN,normalized,80-20,Train,14,14,0.65625;0.3125;0.6226415094339623;0.5833333333333333,versicolor
KNN,normalized,80-20,Train,15,15,0.40625;0.3125;0.6037735849056604;0.5,versicolor
KNN,normalized,80-20,Train,16,16,0.59375;0.625;0.6415094339622642;0.625,versicolor
KNN,normalized,80-20,Train,17,17,0.15625;0.0625;0.3773584905660377;0.375,versicolor
KNN,normalized,80-20,Train,18,18,0.6875;0.375;0.6226415094339623;0.5,versicolor
KNN,normalized,80-20,Train,19,19,0.25;0.25;0.4905660377358491;0.5416666666666667,versicolor
KNN,normalized,80-20,Train,20,20,0.59375;0.625;0.8867924528301887;1,virginica
KNN,normalized,80-20,Train,21,21,0.4375;0.25;0.7169811320754717;0.75,virginica
KNN,normalized,80-20,Train,22,22,0.84375;0.4375;0.8679245283018868;0.8333333333333333,virginica
KNN,normalized,80-20,Train,23,23,0.59375;0.375;0.8113207547169811;0.7083333333333333,virginica
KNN,normalized,80-20,Test,0,24,0.65625;0.4375;0.8490566037735849;0.875,virginica
KNN,normalized,80-20,Test,1,25,1;0.4375;1;0.8333333333333333,virginica
KNN,normalized,80-20,Test,2,26,0.15625;0.125;0.6037735849056604;0.6666666666666667,virginica
KNN,normalized,80-20,Test,3,27,0.90625;0.375;0.9433962264150943;0.7083333333333333,virginica
KNN,normalized,80-20,Test,4,28,0.71875;0.125;0.8490566037735849;0.7083333333333333,virginica
KNN,normalized,80-20,Test,5,29,0.875;0.8125;0.9056603773584906;1,virginica
DecisionTree,normalized,80-20,Train,0,0,0.21875;0.75;0.0188679245283019;0.0416666666666667,setosa
DecisionTree,normalized,80-20,Train,1,1,0.15625;0.4375;0.0188679245283019;0.0416666666666667,setosa
DecisionTree,normalized,80-20,Train,2,2,0.09375;0.5625;0;0.0416666666666667,setosa
DecisionTree,normalized,80-20,Train,3,3,0.0625;0.5;0.0377358490566038;0.0416666666666667,setosa
DecisionTree,normalized,80-20,Train,4,4,0.1875;0.8125;0.0188679245283019;0.0416666666666667,setosa
DecisionTree,normalized,80-20,Train,5,5,0.3125;1;0.0754716981132075;0.125,setosa
DecisionTree,normalized,80-20,Train,6,6,0.0625;0.6875;0.0188679245283019;0.0833333333333333,setosa
DecisionTree,normalized,80-20,Train,7,7,0.1875;0.6875;0.0377358490566038;0.0416666666666667,setosa
